record_id,index,Timestamp,In The Lead,Vote Margin,Votes Remaining (est.),Change,State,Leader Batch Breakdown,Trailer Batch Breakdown,Trailer Batch Trend,Trailer Hurdle,Margin_change_estimate,Type
984,984,2020-11-04 13:28:22 UTC,Trump,547061,444889,0,Indiana,,,,112.7,,
985,985,2020-12-05 23:17:06 UTC,Trump,138611,48,0,Iowa,,,46.6,147411.6,,
986,986,2020-12-05 00:26:57 UTC,Trump,138611,Unknown,210,Iowa,59.5,40.5,46.6,,,
987,987,2020-12-04 23:17:09 UTC,Trump,138571,1626,175,Iowa,45.7,54.3,47.0,4398.9,,
988,988,2020-11-17 14:19:02 UTC,Trump,138586,2609,94,Iowa,55.3,44.7,46.6,2760.6,,
989,989,2020-11-16 16:03:33 UTC,Trump,138576,2686,689,Iowa,38.6,61.4,46.7,2682.8,,
990,990,2020-11-12 20:25:22 UTC,Trump,138733,3048,10,Iowa,50.0,50.0,42.0,2372.7,,
991,991,2020-11-12 18:59:44 UTC,Trump,138733,3058,340,Iowa,41.2,58.8,42.0,2365.1,,
992,992,2020-11-11 22:51:34 UTC,Trump,138793,3227,0,Iowa,,,38.9,2244.8,,
993,993,2020-11-11 14:59:03 UTC,Trump,138793,3227,Unknown,Iowa,114.3,14.3,39.1,2244.8,,
994,994,2020-11-11 14:44:44 UTC,Trump,138802,3220,5,Iowa,0.0,100.0,38.9,2249.7,,
995,995,2020-11-11 03:23:42 UTC,Trump,138807,3225,0,Iowa,,,38.7,2246.4,,
996,996,2020-11-11 00:24:41 UTC,Trump,138807,3225,57,Iowa,63.2,36.8,38.7,2246.4,,
997,997,2020-11-10 22:59:21 UTC,Trump,138792,3283,30,Iowa,60.0,40.0,38.8,2207.4,,
998,998,2020-11-10 21:53:23 UTC,Trump,138786,3298,17,Iowa,70.6,29.4,38.7,2197.4,,
999,999,2020-11-10 21:44:40 UTC,Trump,138779,3316,37,Iowa,18.9,81.1,38.8,2185.7,,
1000,1000,2020-11-10 21:29:41 UTC,Trump,138802,3353,19,Iowa,73.7,26.3,37.9,2162.5,,
1001,1001,2020-11-10 20:33:21 UTC,Trump,138793,3358,2,Iowa,50.0,50.0,38.0,2159.2,,
1002,1002,2020-11-10 20:17:01 UTC,Trump,138793,3360,8,Iowa,50.0,50.0,38.0,2157.9,,
1003,1003,2020-11-10 20:07:20 UTC,Trump,138793,3369,21,Iowa,57.1,42.9,38.0,2152.3,,
1004,1004,2020-11-10 19:37:47 UTC,Trump,138790,3390,3,Iowa,66.7,33.3,37.9,2139.2,,
1005,1005,2020-11-10 19:29:47 UTC,Trump,138789,3393,29,Iowa,72.4,27.6,37.9,2137.4,,
1006,1006,2020-11-10 18:44:24 UTC,Trump,138776,3404,126,Iowa,38.9,61.1,38.1,2130.4,,
1007,1007,2020-11-10 18:29:05 UTC,Trump,138804,3539,370,Iowa,82.7,17.3,36.1,2051.5,,
1008,1008,2020-11-10 18:21:05 UTC,Trump,138562,3870,2,Iowa,50.0,50.0,42.4,1877.1,,
1009,1009,2020-11-10 18:09:44 UTC,Trump,138562,3872,213,Iowa,49.3,50.7,42.4,1876.2,,
1010,1010,2020-11-10 17:54:44 UTC,Trump,138565,3916,13,Iowa,84.6,15.4,40.4,1855.7,,
1011,1011,2020-11-10 17:13:34 UTC,Trump,138556,3929,5,Iowa,80.0,20.0,40.8,1849.6,,
1012,1012,2020-11-10 16:44:26 UTC,Trump,138553,3935,56,Iowa,73.2,26.8,40.9,1846.8,,
1013,1013,2020-11-10 16:33:27 UTC,Trump,138527,3970,17,Iowa,70.6,29.4,41.9,1830.6,,
1014,1014,2020-11-10 14:57:59 UTC,Trump,138520,3974,3,Iowa,100.0,0.0,42.2,1828.7,,
1015,1015,2020-11-10 14:35:19 UTC,Trump,138517,3977,21,Iowa,61.9,38.1,42.3,1827.4,,
1016,1016,2020-11-10 13:10:41 UTC,Trump,138512,3998,29,Iowa,65.5,34.5,42.4,1818.0,,
1017,1017,2020-11-09 23:43:49 UTC,Trump,138503,4027,9,Iowa,88.9,11.1,42.7,1805.1,,
1018,1018,2020-11-09 23:25:20 UTC,Trump,138496,4037,13,Iowa,61.5,38.5,43.1,1800.7,,
1019,1019,2020-11-09 22:54:03 UTC,Trump,138493,4050,22,Iowa,45.5,54.5,43.2,1795.0,,
1020,1020,2020-11-09 22:48:00 UTC,Trump,138495,4058,5,Iowa,60.0,40.0,42.9,1791.6,,
1021,1021,2020-11-09 22:23:05 UTC,Trump,138494,4064,12,Iowa,75.0,25.0,42.9,1789.0,,
1022,1022,2020-11-09 22:05:23 UTC,Trump,138488,4076,27,Iowa,55.6,44.4,43.2,1783.8,,
1023,1023,2020-11-09 21:15:22 UTC,Trump,138485,4096,14,Iowa,57.1,42.9,43.1,1775.3,,
1024,1024,2020-11-09 20:51:25 UTC,Trump,138483,4108,67,Iowa,62.7,37.3,43.1,1770.3,,
1025,1025,2020-11-09 20:35:01 UTC,Trump,138466,4176,11,Iowa,72.7,27.3,43.8,1742.0,,
1026,1026,2020-11-09 20:27:00 UTC,Trump,138461,4188,15,Iowa,80.0,20.0,44.1,1737.1,,
1027,1027,2020-11-09 20:19:13 UTC,Trump,138452,4206,35,Iowa,68.6,31.4,44.8,1729.8,,
1028,1028,2020-11-09 18:48:37 UTC,Trump,138439,4241,5,Iowa,80.0,20.0,45.7,1715.8,,
1029,1029,2020-11-09 18:40:02 UTC,Trump,138436,4246,2,Iowa,50.0,50.0,45.9,1713.8,,
1030,1030,2020-11-09 18:16:49 UTC,Trump,138436,4248,2,Iowa,50.0,50.0,45.9,1713.0,,
1031,1031,2020-11-09 17:24:48 UTC,Trump,138436,4250,6,Iowa,66.7,33.3,45.9,1712.2,,
1032,1032,2020-11-09 17:17:21 UTC,Trump,138434,4256,44,Iowa,68.2,31.8,46.0,1709.9,,
1033,1033,2020-11-09 16:53:08 UTC,Trump,138418,4277,20,Iowa,70.0,30.0,47.4,1701.5,,
1034,1034,2020-11-09 16:41:11 UTC,Trump,138410,4298,1,Iowa,100.0,0.0,48.2,1693.3,,
1035,1035,2020-11-09 14:19:03 UTC,Trump,138409,4299,27,Iowa,63.0,37.0,48.3,1693.0,,
1036,1036,2020-11-09 13:43:13 UTC,Trump,138402,4328,0,Iowa,,,49.0,1681.9,,
1037,1037,2020-11-09 13:31:26 UTC,Trump,138402,4427,1,Iowa,0.0,100.0,49.0,1645.4,,
1038,1038,2020-11-07 20:17:59 UTC,Trump,138403,4428,Unknown,Iowa,83.1,16.9,,1645.0,,
1039,1039,2020-11-06 22:32:23 UTC,Trump,138720,3951,9,Iowa,66.7,33.3,48.9,1841.7,,
1040,1040,2020-11-06 22:24:11 UTC,Trump,138717,3960,7,Iowa,85.7,14.3,49.3,1837.6,,
1041,1041,2020-11-06 22:14:55 UTC,Trump,138712,3968,115,Iowa,53.0,47.0,49.9,1833.9,,
1042,1042,2020-11-06 21:30:56 UTC,Trump,138705,4093,1,Iowa,100.0,0.0,51.1,1779.3,,
1043,1043,2020-11-06 20:08:18 UTC,Trump,138704,4094,1,Iowa,100.0,0.0,51.2,1778.9,,
1044,1044,2020-11-06 18:40:11 UTC,Trump,138703,4095,8,Iowa,75.0,25.0,51.4,1778.5,,
1045,1045,2020-11-06 17:56:16 UTC,Trump,138699,4103,2,Iowa,100.0,0.0,52.2,1775.0,,
1046,1046,2020-11-06 17:23:58 UTC,Trump,138697,4106,16,Iowa,68.8,31.2,52.6,1773.8,,
1047,1047,2020-11-06 17:16:09 UTC,Trump,138691,4122,39,Iowa,64.1,35.9,53.9,1767.0,,
1048,1048,2020-11-06 16:32:19 UTC,Trump,138680,4135,23,Iowa,52.2,47.8,57.2,1761.5,,
1049,1049,2020-11-06 16:17:22 UTC,Trump,138679,4158,4,Iowa,75.0,25.0,58.3,1752.0,,
1050,1050,2020-11-06 16:03:11 UTC,Trump,138677,4162,2,Iowa,100.0,0.0,59.0,1750.3,,
1051,1051,2020-11-06 14:58:41 UTC,Trump,138675,4164,8,Iowa,37.5,62.5,59.7,1749.5,,
1052,1052,2020-11-06 14:50:57 UTC,Trump,138677,4172,18,Iowa,72.2,27.8,59.6,1746.2,,
1053,1053,2020-11-06 13:40:09 UTC,Trump,138669,4190,Unknown,Iowa,77.8,22.2,65.6,1738.9,,
1054,1054,2020-11-05 23:07:42 UTC,Trump,138674,4195,50,Iowa,22.0,78.0,63.1,1736.9,,
1055,1055,2020-11-05 22:21:28 UTC,Trump,138702,4247,1,Iowa,100.0,0.0,56.4,1716.6,,
1056,1056,2020-11-05 22:15:13 UTC,Trump,138701,4248,84,Iowa,38.1,61.9,56.9,1716.2,,
1057,1057,2020-11-05 21:13:32 UTC,Trump,138721,4293,9,Iowa,77.8,22.2,40.0,1699.0,,
1058,1058,2020-11-04 21:50:52 UTC,Trump,138716,4302,16,Iowa,50.0,50.0,50.0,1695.4,,
1059,1059,2020-11-04 21:45:13 UTC,Trump,138716,4318,0,Iowa,,,,1689.4,,
1060,1060,2020-11-04 13:28:22 UTC,Trump,123374,4318,0,Iowa,,,,1508.0,,
1061,1061,2020-12-04 18:16:41 UTC,Trump,201083,Unknown,24960,Kansas,53.3,46.7,48.8,,,
1062,1062,2020-12-04 17:26:45 UTC,Trump,199431,Unknown,12722,Kansas,40.9,59.1,57.1,,,
1063,1063,2020-11-25 03:24:13 UTC,Trump,201759,10410,Unknown,Kansas,89.5,10.5,54.9,1043.3,,
1064,1064,2020-11-11 22:51:34 UTC,Trump,202171,9884,0,Kansas,,,54.8,1098.3,,
1065,1065,2020-11-11 03:23:42 UTC,Trump,202171,9884,0,Kansas,,,54.8,1098.3,,
1066,1066,2020-11-10 01:48:42 UTC,Trump,202171,9884,522,Kansas,89.5,10.5,54.8,1098.3,,
1067,1067,2020-11-09 20:19:13 UTC,Trump,201759,10410,Unknown,Kansas,89.5,10.5,54.9,1043.3,,
1068,1068,2020-11-08 23:58:05 UTC,Trump,202171,9884,Unknown,Kansas,98.8,1.2,55.5,1098.3,,
1069,1069,2020-11-08 23:50:34 UTC,Trump,203731,8256,118,Kansas,55.9,44.1,54.9,1314.7,,
1070,1070,2020-11-08 23:43:40 UTC,Trump,203717,8378,46,Kansas,69.6,30.4,54.8,1296.2,,
1071,1071,2020-11-08 23:35:28 UTC,Trump,203699,8425,18,Kansas,72.2,27.8,54.7,1289.1,,
1072,1072,2020-11-08 22:49:35 UTC,Trump,203691,8443,14733,Kansas,42.3,57.7,54.7,1286.5,,
1073,1073,2020-11-06 23:43:16 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1074,1074,2020-11-06 23:33:12 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1075,1075,2020-11-06 23:26:05 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1076,1076,2020-11-06 23:13:45 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1077,1077,2020-11-06 23:07:08 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1078,1078,2020-11-06 22:50:34 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1079,1079,2020-11-06 22:43:08 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1080,1080,2020-11-06 22:35:03 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1081,1081,2020-11-06 22:24:11 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1082,1082,2020-11-06 21:39:06 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1083,1083,2020-11-06 21:30:56 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1084,1084,2020-11-06 21:22:20 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1085,1085,2020-11-06 21:14:54 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1086,1086,2020-11-06 20:58:52 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1087,1087,2020-11-06 20:51:21 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1088,1088,2020-11-06 20:17:51 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1089,1089,2020-11-06 20:08:18 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1090,1090,2020-11-06 18:43:36 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1091,1091,2020-11-06 17:59:53 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1092,1092,2020-11-06 17:53:42 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1093,1093,2020-11-06 17:47:36 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1094,1094,2020-11-06 17:40:44 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1095,1095,2020-11-06 14:35:07 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1096,1096,2020-11-05 23:51:41 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1097,1097,2020-11-05 23:42:18 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1098,1098,2020-11-05 23:25:57 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1099,1099,2020-11-05 23:10:44 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1100,1100,2020-11-05 23:07:42 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1101,1101,2020-11-05 22:53:30 UTC,Trump,205962,23686,0,Kansas,,,34.7,495.7,,
1102,1102,2020-11-05 22:35:05 UTC,Trump,205962,23686,6,Kansas,83.3,16.7,34.7,495.7,,
1103,1103,2020-11-05 22:27:06 UTC,Trump,205958,23692,686,Kansas,35.3,64.7,34.7,495.5,,
1104,1104,2020-11-05 22:21:28 UTC,Trump,206160,24418,9,Kansas,55.6,44.4,33.6,482.7,,
1105,1105,2020-11-05 22:15:13 UTC,Trump,206159,24427,791,Kansas,51.7,48.3,33.6,482.5,,
1106,1106,2020-11-05 22:01:29 UTC,Trump,206132,25256,13,Kansas,69.2,30.8,32.8,468.3,,
1107,1107,2020-11-05 21:53:18 UTC,Trump,206127,25270,41,Kansas,68.3,31.7,32.8,468.1,,
1108,1108,2020-11-05 21:45:23 UTC,Trump,206112,25311,10,Kansas,50.0,50.0,32.8,467.3,,
1109,1109,2020-11-05 21:37:23 UTC,Trump,206112,25322,55,Kansas,38.2,61.8,32.8,467.2,,
1110,1110,2020-11-05 21:29:17 UTC,Trump,206125,25384,12,Kansas,41.7,58.3,32.7,466.2,,
1111,1111,2020-11-05 21:21:19 UTC,Trump,206127,25396,6,Kansas,83.3,16.7,32.7,466.0,,
1112,1112,2020-11-05 21:13:32 UTC,Trump,206123,25403,7,Kansas,85.7,14.3,32.7,465.9,,
1113,1113,2020-11-05 21:05:33 UTC,Trump,206118,25410,3,Kansas,66.7,33.3,32.7,465.7,,
1114,1114,2020-11-05 20:55:45 UTC,Trump,206117,25413,2,Kansas,50.0,50.0,32.7,465.7,,
1115,1115,2020-11-05 20:40:29 UTC,Trump,206117,25415,7,Kansas,42.9,57.1,32.7,465.6,,
1116,1116,2020-11-05 19:45:41 UTC,Trump,206118,25423,4,Kansas,75.0,25.0,32.7,465.5,,
1117,1117,2020-11-05 19:37:18 UTC,Trump,206116,25427,964,Kansas,64.1,35.9,32.7,465.5,,
1118,1118,2020-11-05 19:21:26 UTC,Trump,205844,26261,0,Kansas,,,32.1,451.7,,
1119,1119,2020-11-05 00:16:49 UTC,Trump,205844,26261,0,Kansas,,,32.1,451.7,,
1120,1120,2020-11-05 00:01:09 UTC,Trump,205844,26261,309,Kansas,64.7,35.3,32.1,451.7,,
1121,1121,2020-11-04 23:59:26 UTC,Trump,205753,26577,10,Kansas,70.0,30.0,31.9,446.8,,
1122,1122,2020-11-04 23:57:33 UTC,Trump,205749,26587,289,Kansas,62.3,37.7,31.9,446.6,,
1123,1123,2020-11-04 23:49:45 UTC,Trump,205678,26795,963,Kansas,28.7,71.3,31.7,443.4,,
1124,1124,2020-11-04 23:41:34 UTC,Trump,206089,27382,3192,Kansas,43.8,56.2,30.0,435.7,,
1125,1125,2020-11-04 23:28:04 UTC,Trump,206483,28495,1,Kansas,100.0,0.0,26.0,421.4,,
1126,1126,2020-11-04 23:24:27 UTC,Trump,206482,28496,582,Kansas,29.7,70.3,26.0,421.4,,
1127,1127,2020-11-04 23:16:40 UTC,Trump,206718,28668,27,Kansas,66.7,33.3,24.9,419.6,,
1128,1128,2020-11-04 23:14:43 UTC,Trump,206709,28688,724,Kansas,37.6,62.4,24.9,419.3,,
1129,1129,2020-11-04 23:01:02 UTC,Trump,206889,29160,4729,Kansas,46.2,53.8,23.9,413.6,,
1130,1130,2020-11-04 22:19:33 UTC,Trump,207248,33052,1,Kansas,100.0,0.0,18.2,371.4,,
1131,1131,2020-11-04 22:12:35 UTC,Trump,207247,33053,85,Kansas,68.2,31.8,18.2,371.4,,
1132,1132,2020-11-04 22:04:57 UTC,Trump,207216,33141,291,Kansas,46.4,53.6,18.2,370.5,,
1133,1133,2020-11-04 22:01:03 UTC,Trump,207237,33279,31,Kansas,64.5,35.5,17.8,369.2,,
1134,1134,2020-11-04 21:55:46 UTC,Trump,207228,33310,313,Kansas,42.2,57.8,17.8,368.8,,
1135,1135,2020-11-04 21:52:58 UTC,Trump,207277,33597,6,Kansas,100.0,0.0,17.4,366.2,,
1136,1136,2020-11-04 21:50:52 UTC,Trump,207271,33603,4,Kansas,75.0,25.0,17.4,366.1,,
1137,1137,2020-11-04 21:41:50 UTC,Trump,207269,33606,12,Kansas,50.0,50.0,17.4,366.1,,
1138,1138,2020-11-04 21:21:34 UTC,Trump,207269,33618,71,Kansas,59.2,40.8,17.4,366.0,,
1139,1139,2020-11-04 21:12:19 UTC,Trump,207256,33655,10,Kansas,80.0,20.0,17.3,365.6,,
1140,1140,2020-11-04 21:07:10 UTC,Trump,207250,33663,19,Kansas,84.2,15.8,17.3,365.5,,
1141,1141,2020-11-04 20:48:16 UTC,Trump,207237,33683,21,Kansas,71.4,28.6,17.3,365.3,,
1142,1142,2020-11-04 20:40:10 UTC,Trump,207228,33707,36,Kansas,80.6,19.4,17.3,365.1,,
1143,1143,2020-11-04 20:23:38 UTC,Trump,207206,33736,7,Kansas,85.7,14.3,17.3,364.8,,
1144,1144,2020-11-04 20:14:42 UTC,Trump,207201,33743,10,Kansas,90.0,10.0,17.3,364.7,,
1145,1145,2020-11-04 20:10:29 UTC,Trump,207193,33753,15,Kansas,86.7,13.3,17.3,364.6,,
1146,1146,2020-11-04 20:06:39 UTC,Trump,207182,33769,3858,Kansas,86.9,13.1,17.3,364.4,,
1147,1147,2020-11-04 20:06:10 UTC,Trump,204332,37705,37417,Kansas,82.0,18.0,18.0,327.7,,
1148,1148,2020-11-04 19:36:47 UTC,Trump,180351,75876,97,Kansas,60.8,39.2,16.7,171.8,,
1149,1149,2020-11-04 19:33:35 UTC,Trump,180330,75980,101,Kansas,99.0,1.0,16.3,171.6,,
1150,1150,2020-11-04 18:40:57 UTC,Trump,180231,76081,106,Kansas,77.4,22.6,16.6,171.4,,
1151,1151,2020-11-04 18:23:27 UTC,Trump,180173,76152,1984,Kansas,82.2,17.8,16.4,171.3,,
1152,1152,2020-11-04 18:15:15 UTC,Trump,178897,78167,3076,Kansas,84.5,15.5,15.5,167.3,,
1153,1153,2020-11-04 13:28:22 UTC,Trump,176777,81289,0,Kansas,,,,161.5,,
1154,1154,2020-11-20 20:00:11 UTC,Trump,554172,1191,0,Kentucky,,,60.6,23732.2,,
1155,1155,2020-11-20 18:47:21 UTC,Trump,554172,1211,2,Kentucky,0.0,100.0,60.6,23341.1,,
1156,1156,2020-11-20 18:39:20 UTC,Trump,554174,1213,8,Kentucky,37.5,62.5,60.5,23302.8,,
1157,1157,2020-11-20 18:29:42 UTC,Trump,554176,1287,59,Kentucky,64.4,35.6,60.6,21965.9,,
1158,1158,2020-11-20 18:19:41 UTC,Trump,554159,1457,175,Kentucky,77.1,22.9,60.6,19408.2,,
1159,1159,2020-11-20 18:03:21 UTC,Trump,554064,1733,192,Kentucky,41.7,58.3,60.9,16322.4,,
1160,1160,2020-11-20 17:53:20 UTC,Trump,554096,2320,55,Kentucky,30.9,69.1,61.0,12205.9,,
1161,1161,2020-11-20 17:45:41 UTC,Trump,554117,2668,17,Kentucky,35.3,64.7,61.0,10620.7,,
1162,1162,2020-11-20 17:37:40 UTC,Trump,554122,2785,42,Kentucky,47.6,52.4,61.0,10176.8,,
1163,1163,2020-11-11 22:51:34 UTC,Trump,554124,2766,0,Kentucky,,,61.0,10246.4,,
1164,1164,2020-11-11 03:23:42 UTC,Trump,554124,2766,0,Kentucky,,,61.0,10246.4,,
1165,1165,2020-11-09 21:52:34 UTC,Trump,554124,2766,Unknown,Kentucky,14.3,85.7,61.0,10246.4,,
1166,1166,2020-11-09 17:17:21 UTC,Trump,554089,2706,Unknown,Kentucky,68.5,31.5,72.5,10471.8,,
1167,1167,2020-11-09 16:41:11 UTC,Trump,557212,Unknown,Unknown,Kentucky,78.5,21.5,80.8,,,
1168,1168,2020-11-09 15:49:10 UTC,Trump,563417,Unknown,Unknown,Kentucky,71.1,28.9,66.2,,,
1169,1169,2020-11-09 14:51:52 UTC,Trump,564923,Unknown,161,Kentucky,46.6,53.4,61.0,,,
1170,1170,2020-11-09 14:36:14 UTC,Trump,564934,Unknown,0,Kentucky,,,61.1,,,
1171,1171,2020-11-09 13:31:26 UTC,Trump,564934,Unknown,1075,Kentucky,62.7,37.3,61.1,,,
1172,1172,2020-11-07 15:17:32 UTC,Trump,564661,Unknown,3566,Kentucky,71.1,28.9,62.4,,,
1173,1173,2020-11-07 14:58:10 UTC,Trump,563155,Unknown,0,Kentucky,,,67.5,,,
1174,1174,2020-11-07 00:06:00 UTC,Trump,563155,Unknown,795,Kentucky,46.5,53.5,67.5,,,
1175,1175,2020-11-06 23:26:05 UTC,Trump,563210,Unknown,35,Kentucky,77.1,22.9,68.0,,,
1176,1176,2020-11-06 22:32:23 UTC,Trump,563191,Unknown,6,Kentucky,50.0,50.0,68.1,,,
1177,1177,2020-11-06 22:26:37 UTC,Trump,563191,Unknown,22,Kentucky,63.6,36.4,68.1,,,
1178,1178,2020-11-06 22:24:11 UTC,Trump,563185,Unknown,9,Kentucky,66.7,33.3,68.1,,,
1179,1179,2020-11-06 22:14:55 UTC,Trump,563182,Unknown,105,Kentucky,41.9,58.1,68.1,,,
1180,1180,2020-11-06 22:03:00 UTC,Trump,563199,Unknown,29,Kentucky,44.8,55.2,68.2,,,
1181,1181,2020-11-06 21:54:35 UTC,Trump,563202,Unknown,Unknown,Kentucky,94.2,5.8,68.6,,,
1182,1182,2020-11-06 21:46:44 UTC,Trump,563402,Unknown,1054,Kentucky,41.2,58.8,68.2,,,
1183,1183,2020-11-06 21:39:06 UTC,Trump,563588,Unknown,650,Kentucky,45.1,54.9,68.5,,,
1184,1184,2020-11-06 21:30:56 UTC,Trump,563652,Unknown,2498,Kentucky,43.3,56.7,68.8,,,
1185,1185,2020-11-06 21:22:20 UTC,Trump,563988,Unknown,128,Kentucky,44.5,55.5,70.0,,,
1186,1186,2020-11-06 21:14:54 UTC,Trump,564002,Unknown,1,Kentucky,100.0,0.0,70.1,,,
1187,1187,2020-11-06 21:06:01 UTC,Trump,564001,Unknown,719,Kentucky,35.0,65.0,70.1,,,
1188,1188,2020-11-06 20:58:52 UTC,Trump,564216,Unknown,295,Kentucky,49.8,50.2,70.2,,,
1189,1189,2020-11-06 20:51:21 UTC,Trump,564217,Unknown,1351,Kentucky,31.7,68.3,70.4,,,
1190,1190,2020-11-06 20:42:56 UTC,Trump,564712,Unknown,55,Kentucky,54.5,45.5,70.6,,,
1191,1191,2020-11-06 20:34:48 UTC,Trump,564707,Unknown,96,Kentucky,64.6,35.4,70.6,,,
1192,1192,2020-11-06 20:30:39 UTC,Trump,564679,Unknown,15,Kentucky,46.7,53.3,70.8,,,
1193,1193,2020-11-06 20:25:45 UTC,Trump,564680,Unknown,453,Kentucky,35.5,64.5,70.8,,,
1194,1194,2020-11-06 20:17:51 UTC,Trump,564811,Unknown,13055,Kentucky,28.2,71.8,70.9,,,
1195,1195,2020-11-06 20:08:18 UTC,Trump,570508,6682,17,Kentucky,47.1,52.9,69.7,4395.6,,
1196,1196,2020-11-06 19:53:53 UTC,Trump,570509,6702,277,Kentucky,36.5,63.5,69.7,4382.6,,
1197,1197,2020-11-06 19:46:07 UTC,Trump,570584,6988,3,Kentucky,66.7,33.3,69.9,4205.8,,
1198,1198,2020-11-06 19:37:31 UTC,Trump,570583,6989,6,Kentucky,0.0,100.0,69.9,4205.2,,
1199,1199,2020-11-06 19:22:14 UTC,Trump,570589,6995,23,Kentucky,52.2,47.8,69.9,4201.7,,
1200,1200,2020-11-06 18:59:15 UTC,Trump,570588,7019,30,Kentucky,60.0,40.0,69.9,4187.5,,
1201,1201,2020-11-06 18:40:11 UTC,Trump,570582,7049,979,Kentucky,43.2,56.8,70.0,4169.8,,
1202,1202,2020-11-06 18:27:02 UTC,Trump,570715,8074,131,Kentucky,55.0,45.0,71.6,3647.7,,
1203,1203,2020-11-06 18:15:43 UTC,Trump,570702,8211,10,Kentucky,50.0,50.0,72.0,3587.6,,
1204,1204,2020-11-06 17:40:44 UTC,Trump,570702,8222,8176,Kentucky,27.8,72.2,72.0,3582.8,,
1205,1205,2020-11-06 17:16:09 UTC,Trump,574326,16640,1,Kentucky,100.0,0.0,62.5,1806.7,,
1206,1206,2020-11-06 16:41:57 UTC,Trump,574325,16641,7,Kentucky,57.1,42.9,63.0,1806.6,,
1207,1207,2020-11-06 15:52:39 UTC,Trump,574324,16648,111,Kentucky,36.0,64.0,64.3,1805.8,,
1208,1208,2020-11-06 15:45:44 UTC,Trump,574355,16770,1,Kentucky,0.0,100.0,100.0,1793.2,,
1209,1209,2020-11-06 15:11:34 UTC,Trump,574356,16771,0,Kentucky,,,,1793.1,,
1210,1210,2020-11-04 13:28:22 UTC,Trump,574356,16846,0,Kentucky,,,,1785.3,,
1211,1211,2020-11-28 05:00:22 UTC,Trump,399742,Unknown,0,Louisiana,,,59.7,,,
1212,1212,2020-11-20 13:22:38 UTC,Trump,399742,Unknown,0,Louisiana,,,59.7,,,
1213,1213,2020-11-20 13:18:41 UTC,Trump,399742,Unknown,0,Louisiana,,,59.7,,,
1214,1214,2020-11-20 13:06:58 UTC,Trump,399742,Unknown,0,Louisiana,,,59.7,,,
1215,1215,2020-11-20 12:53:58 UTC,Trump,399742,Unknown,0,Louisiana,,,59.7,,,
1216,1216,2020-11-20 12:45:58 UTC,Trump,399742,Unknown,0,Louisiana,,,59.7,,,
1217,1217,2020-11-20 12:35:19 UTC,Trump,399742,Unknown,0,Louisiana,,,59.7,,,
1218,1218,2020-11-20 12:22:39 UTC,Trump,399742,Unknown,0,Louisiana,,,59.7,,,
1219,1219,2020-11-20 03:35:15 UTC,Trump,399742,Unknown,0,Louisiana,,,59.7,,,
1220,1220,2020-11-11 03:23:42 UTC,Trump,399742,Unknown,0,Louisiana,,,59.7,,,
1221,1221,2020-11-10 19:53:20 UTC,Trump,399742,Unknown,239,Louisiana,20.5,79.5,59.7,,,
1222,1222,2020-11-10 11:17:05 UTC,Trump,399883,245,413,Louisiana,48.2,51.8,50.1,83059.7,,
1223,1223,2020-11-07 11:16:28 UTC,Trump,399898,667,79,Louisiana,58.2,41.8,41.2,30542.0,,
1224,1224,2020-11-04 23:24:27 UTC,Trump,399885,748,1,Louisiana,100.0,0.0,,27239.1,,
1225,1225,2020-11-04 13:28:22 UTC,Trump,399884,749,0,Louisiana,,,,27202.8,,
1226,1226,2020-12-09 22:56:32 UTC,Biden,74335,Unknown,0,Maine,,,55.0,,,
